"qbrozen","February 2010"," Man, I'm getting confused. The same exact discussion on 2 boards right now. Here and the Luxo Performance board. "
"kdshapiro","February 2010"," Can you back up your ""raw"" data other than the website you mentioned. The internet is great, anyone can say anything and have it be a fact. I certainly, and this is me, would not get an Infiniti thinking it would be cheap to own after the warranty expires. But neither a Lexus or BMW either. How about true cost to own on Edmunds, what do they say? Frankly I'm not looking it up, because your assertions don't pass the wet finger in the air test.edit: I checked TCO. Try it..it contradicts your assertions and is line with some common sense. BMW 328X, Lexus 350, G37X are all within a few bucks of one another. BMW 335iX is $10 grand more...of course the 335 leaves the others in the dust in both performance and TCO. Camry 4c more than $20 grand less. "
"tlong","February 2010"," I assert all of the vehicles are cheap to own for the first three years. Actually, no. The depreciation costs in the first 3 years dwarf the maintenance costs in the out years. You just don't see those costs until you sell. "
"kdshapiro","February 2010"," Owning a car for 3 years and then selling it, might as well lease. One has to assume if looking at these costs one drives the cars until the wheels fall off or at least 5 years. "
"tlong","February 2010"," But still, depreciation is the biggest cost, dwarfing any maintenance costs. In fact, pretty much if you can afford to have a newer ELLPS you shouldn't be worrying about maintenance costs at all, as your big hit is acquiring the vehicle in the first place. The only difference is that the cost is either all up front, or fixed monthly-- whereas maintenance is sporadic and could be large. "
"kdshapiro","February 2010"," But still, depreciation is the biggest cost, dwarfing any maintenance costs. In fact, pretty much if you can afford to have a newer ELLPS you shouldn't be worrying about maintenance costs at all, as your big hit is acquiring the vehicle in the first place. The only difference is that the cost is either all up front, or fixed monthly-- whereas maintenance is sporadic and could be large.One only worries about depreciation if one is going to sell almost immediately. It is not a financially good decision to buy a car with selling it in three years in the back of your mind. If you are going to do that leasing is available.It's no secret I love BMWs, but if I get the car I love, it's nice to have $0 maintenance for four years. In today's economy even the super-rich worry about their dollars. "
"jimbres","February 2010","  It's no secret I love BMWs, but if I get the car I love, it's nice to have $0 maintenance for four years. In today's economy even the super-rich worry about their dollars.I love BMWs too - I own one - but I don't think that BMW's ""Ultimate Service"" (their name) program will influence my decision when the time comes to replace my car (probably next year).It might be a tie-breaker for me if I had to choose between a BMW 335i & a comparably priced car from Audi or Mercedes. But I don't particularly like Mercedes & having owned one Audi, which was nothing short of horrific, I'll probably never buy another.It's much more likely that the final decision will come down to a BMW 335i versus an Infiniti G. And the price gap between the 2 cars is so great that the amount of money that ""Ultimate Service"" would save me - $649.40 over 4 years according to BMW's web site - is just laughably trivial.That doesn't mean that I might not buy another BMW, but it does mean that ""Ultimate Service"" won't be a factor in my thinking. "
"tlong","February 2010"," One only worries about depreciation if one is going to sell almost immediately. It is not a financially good decision to buy a car with selling it in three years in the back of your mind. If you are going to do that leasing is available. This is a silly argument we are having. Even if you drive a car for 10 years, if it cost $45K new and $5k in 10 years = $40K = $4k/year in depreciation.If you buy a new Camry for $30K and it costs $3K in 10 years = $27K = $2.7K/year.So the ELLPS is $1.3K/year more expensive due to depreciation. Which is why I'm saying that maintenance should not be a big factor. You would have to average $1300/year MORE in maintenance costs on the Camry PER YEAR to equal the much larger cost of the ELLPS purchase. So the ELLPS is a lot more expensive to own. And that is why even a grand or two every few years in maintenance costs is not that big. It has nothing to do with how long you keep the vehicle. Maintenance is not a large part of the ownership costs. And I haven't even brought up the costs for insurance, etc.So if you like an ELLPS and you can afford it, buy or lease it and don't worry about the maintenance costs, or perhaps you can't afford the vehicle in the first place. If you want a real worry, then the relative risk of breaking down or of time in the shop is probably more important, since that is a convenience issue rather than a cost issue. "
"plekto","February 2010"," TCO has a huge problem with it.1: Depreciation isn't a factor in comparing cost to fix/repair/upkeep a vehicle. Also, neither is stuff like insurance. Yes, it matters, but not to compare which vehicles are the least expensive to keep running(you really only lose money when you sell the car, if you ever do - or to be more accurate, you only GET BACK the difference in depreciation when/if you sell it)2: The first years where the factory warranty is in place artificially skew the results. BMW comes out well by this measure because it does cost you nothing to keep the car running, or nearly so. But try that with a 5 year old BMW...TCO is pretty worthless, really.Just looking at the data I posted - if you go back to 2005, you'll see Lexus is taking about half of the spots. Infiniti and Cadillac vastly improved their quality since then and Lexus slipped a bit down to where Honda/Acura is.(still very good, especially if you get a car with manual)link titleThe problem is that costs to fix things is skyrocketing. A replacement transmission in a Camry, for instance, runs over $3500 now. That's just silly. Bumpers and other components that get scuffed or cracked are hideously expensive. Want to replace a Toyota or BMW or well, almost ANY car's headlight assembly? So if one company can come in with less frequency and/or less cost per part than the competition, it wins. Mercedes, Audi, and BMW flat-out fail here. Volvo is also notoriously pricey to fix. Acura and Infiniti are a bit better, as is Cadillac(they take grief about not using the best newest tech, but then again, that's less stuff to break as well) Toyota just has problems recently and I'd not recommend anything with an automatic or ETC(electronic throttle control) on it from them.(that's 80%+ of their line currently. "
"ivan_99","February 2010"," Want to replace a Toyota or BMW or well, almost ANY car's headlight assembly? Gives me a flash back to last year when I wrote off my Q45 (wasn't that bad of an accident). ONE headlight assembly came in over $1200...ouch "
"kdshapiro","February 2010"," There's that expression again, lies, damn lies and statistics. You get to pick your metric and make your case based on your metric. There is no getting around it, the more expensive the car the more it costs to own.For example: In my area a rebuilt G35 tranny is almost $2K, but a rebuilt Camry tranny is $700. Not sure where you get your figures from. A headlight assembly for a G37 is nearly $800. Ouch.If you are saying an Infiniti tranny breaks less often than a Camry tranny after the warranty period, you would have to point to some credible source for me to believe it. Not just a CR survey.But it still boils down to will *your* car have an issue, and if it does what will it take to repair it. My BMW can be cheaper to own on a parts basis against a used Accord if nothing breaks on it and the Accord is constantly under repair. "
"plekto","February 2010"," I suppose if the rebuilt Camry transmission is a generation or two old and has no warranty and is out of some shop in the middle of the industrial section of town, you MIGHT find one for $700. But here in Los Angeles, a 4-5 year old Camry automatic is well over $3000 by the time you write the final check. The best I could find locally was $2100 with a warranty, not counting labor, shipping, tax(etc) and a core charge. The CTS transmission was only $1600. Now $500 might not be a huge amount to some people, but that's more than I spent last year on maintainance on my 4x4.With that sort of potential repair and the issues that keep coming up(plus the new Prius recall, now!) I can't recommend Toyota other than for their trucks. "
"kdshapiro","February 2010"," Who buys a new transmission? Almost nobody? It must be a regional thing. The numbers I cited were local. It must be a supply and demand issue in the LA area, which is a very narrow slice of information to make a broad generalization on.The other potential reason for the difference is that CTS trannies may be crap, you get what you pay for.I have no problems with Toyota, I would buy any of their cars in a heartbeat, recalls or not, doesn't bother me in the least. I really like the Camry SE and am mulling over buying it. "
"1bythesea","February 2010"," ""... Toyota just has problems recently and I'd not recommend anything with an automatic or ETC(electronic throttle control) on it from them.(that's 80%+ of their line currently. ""Couldn't agree more. Throw in transmission hesitation. I had a hesitating 2005 V6 Highlander. You could never pinpoint when it would happen but it did several times a day. I reached the end of my rope when it had a full 2 second hesitation while highway passing. When it kicked in I almost had whiplash the car took off so fast. Very dangerous. It was dumped after 1 year as the TSB didn't work. I was done after 21 years of loyalty and great vehicles. The worst part being Toyota refusing to acknowledge the problem. To my knowledge it still exists. Finally, the Prius brake issue. Toyota has some quality control issues going on right now. "
"smarty666","February 2010"," I'm confused, why are the words, Toyota, Camry, and Highlander even doing in a el-lux performance sedan forum anyway? the words, luxury and performance don't even belong in the same discussion as Toyota "
"kdshapiro","February 2010"," You have to read the threads, there was an assertion an Infinity G3x is cheaper to own than a Camry. Of course, based on the metric one choses it could be shown to be cheaper.Hope this clarifies your confusion. "
"smarty666","February 2010"," wow, thats a weird question to ask? the tires alone make the G37 more expensive alone! "
"plekto","February 2010"," I guess the reason they are included is because I see Toyota as ""Toyota"", since it's just one company in Japan - with 40 or so different vehicles ranging from econoboxes for the poor to luxury cars and even military transport vehicles and commercial equipment. Also, many of the ""Lexus"" models share DNA and parts with the more common vehicles, which is where the problem is right now. Toyota isn't admitting it, but OF COURSE Lexus models are also going to be affected.That said, manual transmission Toyota/Lexus models are fine. They have no computers in the way and are as solid as a tank. The same can be said tor Mercedes as well. *If* you get a C or E class sedan with manual(yes, I know, only automatics normally make it over here in the U.S.), they are extremely reliable cars. Stripped of all of the electronic junk and transmission and throttle and everything else that tries to out-think you, they are perfectly fine vehicles.Now, the real question I guess is what out there that is a ""luxury car"" doesn't have all of that technological garbage applied to it? I'm unfortunately having a hard time getting any names on my list, as least for stuff that I can buy in the U.S. "
"smarty666","February 2010"," I know that the problems with all cars now a days, everything is computerized in the car and the inside and outside of the car is loaded down with cheap plastics for almost everything! "
"jtla","February 2010"," As someone pointed out earlier, when discussing maintenance costs, we are not talking about oil change, break pads sort of thing, but repair cost should a car broke down -- and how frequent that happens.In my 3 years of ownership of a 2007 328i, I had to take her in 3 times for ""unscheduled maintenance"". Each and everyone it was due to malfunction of some kind of electronic control unit, and the solution each time was to replace some ""module"". These are repairs that cannot be performed by mechanics, no matter how good they are, not to mention the expensive ""diagnosis equipment"" they would have to purchase. Other than these electronic issues, I never had any problem what so ever. However, it is these electronic problems that keep me from owning another German car because they are notorious on electronic components. I do not want to be in a position where I have no choice but to go to the dealer for repair after the warranty expires. "
"kdshapiro","February 2010"," *You* may see Toyota as Toyota, but there is enough differences between a Lexus vehicle and a Toyota vehicle. That is like saying I see Nissan and Infiniti as one company since the same engine and a lot of DNA is shared between the two companies.Your original point, which is a silly statement, is an Infiniti is cheaper to own than a Camry. I guess as silly as it sounds, if you live in LA it's true. In the rest of the world, it's a laughable thought. "
"plekto","February 2010"," No, I said that an Infiniti is cheaper to maintain than a Lexus according to actual research. And I provided a link for the data as well. "
"kdshapiro","February 2010"," No you provided one link, which I don't believe. Just because it's on the internet doesn't mean it's true. Or maybe it's true by one measure and false by another. Edmunds TCO tells a completely different story. Additionally I dispute your research for indicated tranny prices as my research indicates the exact opposite.Anyone who buys an Infiniti thinking it's the cheapest thing around to maintain is foolish. I could make the statement BMW for the first four years is the cheapest car to maintain in the world and I would be correct and factual. Does it tell the whole story? No. "
"qbrozen","February 2010"," As someone pointed out earlier, when discussing maintenance costs, we are not talking about oil change, break pads sort of thing, but repair cost should a car broke down -- and how frequent that happens. Then we should be discussing ""repair costs"" not ""maintenance costs."" Maintenance is maintenance, as in the manufacturer's suggested maintenance. Not to mention, one person's maintenance is usually not comparable to another's. For instance, I may like to maintain my car by changing the oil every 4k with synthetic, while someone else with the same car may prefer every 7k with off-the-shelf oil.You don't find this sort of variance with repair costs (as long as both go to a dealer, that is). "
"plekto","February 2010"," No you provided one link, which I don't believe. Just because it's on the internet doesn't mean it's true.I'd call Intellichoice as reputable a source as Edmunds or any of the other research sites. If you look back 3-4 years, Lexus and Toyota *were* at the top, as you probably would expect. But in the last few years, Toyota has had massive problems with its entire line of vehicles that they've been fairly good at hiding and denying until very recently. It's not surprise that one of the other Japanese makers has managed to move into the #1 position as a result.2009http://www.intellichoice.com/top10/Top_List/year/2009/list/Lowest%20Repair%20Cos- - ts2006http://www.intellichoice.com/top10/Top_List/year/2006/list/Lowest%20Repair%20Cos- tsIt's been a very hard three years for Toyota. "
"smarty666","February 2010"," I find this discussion about maintenance costs very interesting since I have a Infiniti, Acura, and MB. Its hard for me to add anything really important or helpful to discussion since in the 6 years I have had each car I haven't had anything but normal maintenance stuff done to each vehicle and no other problems as of yet; in regards to normal maintenance the Infiniti has been the most expensive to maintain because the gas mileage is lower than my Acura or MB and plus it has a larger tank than the other two! air and cabin filters were the cheapest in my Acura to replaceoverall, I think my Acura has been the cheapest to maintain but don't get me wrong, both the Infiniti and MB are not that much more expensive and I've been pretty happy at the amount each one has been to maintain!!! "
"kdshapiro","February 2010"," Pick your metric to prove your point. TCO for a ""generic"" Infiniti G3X is much more than a ""generic"" Camry. BTW I call Intellichoice a rag, which is why I do not believe their metrics. "
"kdshapiro","February 2010","  It's an interesting discussion but what is being discussed has to be clear. As gbrozen stated above maintenance is not repair. You may be of the ilk who likes to change their oil once a month even if you put on 12K miles a year, thus driving maintenance costs up.I am talking about repair, which is after the warranty expires. How much does it cost to get brakes replaced, altenator, transmission, water pump, ECU, light assembly, sunroof etc. A Lexus, BMW, Acura, Infiniti, Audi will have a higher repair bill than a Camry and Honda. This assumes you go to the dealer for service.As long as nothing goes wrong with the car after the warranty expires, oil changes are cheap. The major services run into some money. A friend paid $275 dollars for his 7500 mile service on his Acura. Sure he could have gone to Jiffy Lube and saved a few bucks, but he wanted the dealer experience.A BMW is the cheapest car to maintain because it costs you $0 for four years, but what happens after four years? "
"smarty666","February 2010"," as I pointed out in my post I would not be able to give any insight into repair work because I have not had anything yet fail or need to be replace so hopefully others can help you in that regard!best of luck! "
"billpaul","February 2010"," $275 for a 7500 mile service?I think that is a dealer experience that I could do without. "
"temj12","February 2010"," I recently talked to a Toyota mechanic. There are two dealerships side by side; one is a lexus dealership and one is toyota. He was familiar with both cars. I asked him if there were any similarities between them. He said that, when you get up under a Lexus or a Camry, you are looking at the same car. "
"temj12","February 2010"," Interesting post. Which of the vehicles is the best made? I do not own a German car, but I have always thought that Mercedes was the best built, structurally, of any luxury car. "
"alltorque","February 2010"," Interesting post. Which of the vehicles is the best made? I do not own a German car, but I have always thought that Mercedes was the best built, structurally, of any luxury car.I doubt that MB are even in the top 5 of the ""Any Luxury Car"" category, although they would have you think so. Rolls Royce, Bentley, Bugatti, Maybach are surely top of the heap and then there is a whole slew of builders who would tie for the next places. MB would have the ""S"" class in there but not much else in the past 5-10 years. Here in UK they rate pretty poor in JD Power surveys. Lexus always beats 'em - as do Skoda, and that's a VW cheapo-brand, (although it also beats VW and Audi every time).Then, of course, Maybach is to MB as Lexus is to Toyota. "
"plekto","February 2010"," It's odd, really. Mercedes make the best engines and bodies and car that I know of, but the accessories and automatic transmissions are among the worst. The only way to buy one, then, is manual everything and no options at all and with a manual transmission. They sell these in Europe but not in the U.S.(barring gems like the C230K they made a few years ago)The best built for cars is actually a near tie between Nissan, Mazda, and Honda. Honda gets the 3# place(by maybe a foot behind the others) if only because their prices on parts have gone up in the last few years.For trucks and SUVs, Nissan and Toyota if you get one with a manual transmission, that is. "
"kdshapiro","February 2010"," Best built cars are Porsche. Owners never take repair tools to rallyes.With the exception of the a Camry is more expensive to own than a G37, debating who makes the more bulletproof car is like debating vanilla vs chocolate. Most cars will easily make it to 150,000 miles. I know a few BMW owners north of 200,000 miles.It's what happens after the warranty where it gets interesting. "
"smarty666","February 2010"," only problem is Porsche is by no means of the imagination a entry-level luxury vehicle and the majority can't afford them! "
"kdshapiro","February 2010"," Absolutely correct. Some of the cars we've been discussing aren't quite elps either. But you can almost make the case if one can include a loaded 335, one can almost include a Boxster. "
"fedlawman","February 2010"," ""Best built cars are Porsche. Owners never take repair tools to rallyes.""That's because there's no room... :P "
"roadburner","February 2010"," fedlawman;I might be buying a 54K mile E30 M3. I'm just trying to decide if I should use it as my daily driver. "
"fedlawman","February 2010"," That's a tough one. One the one hand, what a shame to ""use up"" such a low mileage example just commuting to and from work. On the other hand, these cars are not exotic collector cars and they're meant to be driven. There are lots of factory and aftermarket parts out there to keep it on the road indefinitely, so as it ages and wears, you'll never have trouble keeping it in tip top shape. As long as you don't mind the thought of watching it get old and used up, I think it's fine as a DDer. It's funny, I know a couple of people who own E30 garage queens and can't help feeling some resentment towards them because I think it's such a waste, but I also know that if I owned one of those E30's, I'd probably be inclined to ""preserve"" it too. Maybe that's why my 210,000 mile restored M3 is right for me. It looks and runs great, but on close inspection, it will never be mistaken for a show car.Also, I guess I should to admit to you that I don't think I could drive mine every day. I love driving my M3 on the weekends and during the summer, I do drive it to work occasionally just because it's just such a joy on a nice day. Oftentimes though, I'm grateful I have a 4-door slushbox company car for my commute - especially during the winter months. A smooth, quiet ride, with cupholders and an automatic transmission is usually what I want when the weather is gloomy, I'm tired, and I just want to get where I'm going without any drama.Honestly, I wish I had kept my E30 325is when I got my M3. Having both would have been perfect - the 325 is a much better DDer, still a lot of fun to drive, fun to tinker on, and parts are cheaper. It doesn't have to be another E30, but if you can do it, buy the M3 for when you want to drive, but have something else for when you have to drive.EDIT: I guess I didn't really answer your question, did I? Sorry, I'm tired and honestly, I go back and forth about my M3 lately. There's nothing else like it and I love it, but sometimes when the rear speakers stop working, the interior lights fail, or a dashboard panel comes loose, I secretly think to myself that a Cayman S would be so much easier to live with. But that's crazy talk...very few cars are more fun to drive, and none of them have a back seat and trunk. It's really a very special, fantastic car - arguably the best BMW has ever produced. If I ever do part with mine, I'll be forever grateful that I had the privilege and pleasure of owning and driving one. "
"plekto","February 2010"," Cars are meant to be driven. Shoot, if I had a Ferrari, I'd drive it until the wheels fell off. :P "
"kdshapiro","February 2010"," What fed said... "
"temj12","February 2010"," What is the problem with the transmissions? Is it that they don't last or the performance? Is the accessories problem part of the electrical problems that I see mentioned? I have always thought that I would like to have one at some time, but I know the repairs are very expensive. In Europe, they are a fairly common car. Here, they are luxury. "
"plekto","February 2010"," Automatic transmissions live and die based upon their electronics and hydraulic components. Often when the system fails, the oil overheats and cooks the inside or damages something and the entire thing turns into a brick that needs to be completely pulled apart and rebuilt. As, say, opposed to an old hydraulic only design like Ford and GM used to make a decade or two ago - just replace the torque converter 90% of the time for cheap and you're done.($800-$1200 repair vs a whole new unit)Mercedes makes its cars in Europe with manuals only, essentially. They add in an automatic to placate the rental fleets and taxi users and the like. As a result, it's almost like an aftermarket accessory in their minds - just put something in and ship it out the door, who cares as it's not going to someone who cares or can't afford the maintainance. They don't re-design the transmissions for export, and so you get a great car with a Chrysler quality automatic stuffed in it(trust me - the designs are still very similar on the automatics).The only way to avoid this is to buy a manual like 80%+ of Europe does. The problem is, of course, that almost nothing shipped TO the U.S. by Mercedes(or most other makers other than VW) is offered with a manual. "
"kdshapiro","February 2010"," At some point in time for three seconds it might have been true. Clearly Mercedes lost it's focus for a while, but they have been working to get it back. So I say the above statement holds no water as a generality.One could do a search on Infiniti transmission problems and find some stuff. "
"fedlawman","February 2010"," ""They add in an automatic to placate the rental fleets and taxi users and the like. As a result, it's almost like an aftermarket accessory in their minds..They don't re-design the transmissions for export, and so you get a great car with a Chrysler quality automatic stuffed in it.""So you think that the Mercedes 7-speed automatic was an afterthought for the rental fleets and taxi's? I don't think so.Name one domestic car that has a 7-speed transmission. "
"roadburner","February 2010"," Honestly, I wish I had kept my E30 325is when I got my M3. Having both would have been perfect - the 325 is a much better DDer, still a lot of fun to drive, fun to tinker on, and parts are cheaper. It doesn't have to be another E30, but if you can do it, buy the M3 for when you want to drive, but have something else for when you have to drive. Well, I'd still have my 318ti Club Sport as well as my 2002A. I also don't really have a daily commute; my annual mileage depends on how many out of county assignments I receive. And when all's said and done, I don't recall the M3 being any less civilized than my Mazdaspeed...The thing is, I keep reading about how you should get an E30 M3 while they're still relatively cheap- and then there's the incomparable racing heritage. I guess the hook was set back in 1989, when I spent a day lapping Sears Point(Infineon) in a friend's 1989 M3. At any rate, I don't have to decide right away, but I will need to make a call sooner than later. "
"fedlawman","February 2010"," I've never actually driven a stock, low mileage E30 M3. Mine's somewhat modified, as you know, so it's not nearly as quiet and comfortable as I imagine a stock M3 must be. Even so, the S14 has never been described as refined, and even a stock M3 is gonna rattle, buzz, and vibrate all over. I swear, sometimes I think the car is trying to shake itself to pieces. The solution, of course, is to keep the revs above 5000 - my car just sings between 5K and 8K.The right time to buy is when you find a good one. If you've found ""the one,"" then grab it before it slips away (or give me the guys phone number... :shades: ). "
"plekto","February 2010"," The new 7 speed automatic is an attempt at making the problem better, but in reality, like all of these 6+ speed automatics, they end up being hideously expensive to replace when they do break. $4000+ for a new transmission just doesn't computer even if it were to last as long as the competition(try half as long most of the time).50-60K seems to be as much as you typically get out of a Mercedes automatic, while the manuals last for hundreds of thousands of miles.The number of speeds and complexity isn't a bragging right if it breaks all the time. "
"fedlawman","February 2010"," Oh, I never claimed they were bragging, and I never said these transmission were durable. I was merely pointing out that a lot of R&D goes into designing their sophisticated auto transmissions - specifically for the NA market. These are not taxi cab hand me downs.Of course, if you insist on buying any modern car, European or otherwise, with an a complex automatic, then the old adage, ""buyer beware"" comes to mind.The threads here (German, Japanese, and Domestic) are filled with people flailing their arms and seeking class action lawsuits because their transmissions failed at 80, 90, or 100K miles. Most of them , I'll venture to say, either bought the car second hand and have no idea of the maintenance history (or lack thereof), or bought their car new, and never thought to flush the tranny).I say, these days if you really want your transmission to last, row your own gears. "
"kdshapiro","February 2010"," Nobody buys a new transmission at 100K miles, should there be a failure. It's a real shame, it happens and is not limited to manfacturers due east of the United States.Honda, Infiniti, Acura, BMW, Mercedes all new transmission are between $3500 and $4500. People will buy a remanufactured transmission for thousands less. It's a rare bird that will swing for a new tranny at 100K. I also don't believe it's a normal occurence to have a Mercedes tranny fail at 100K. I'm not saying it never happens, heck I'm saying I'm sure it happens to all manufacturers, but not as a matter of course. "
"plekto","February 2010"," No, $2500 plus labor, tax, and so on is usually what the *rebuilt* ones go for. It's just insane.I found this in a typical search:C, E, and S Class Vehicle $2195.001996 and Up $300 CoreOnly a 12K/12 month warranty at that price as well. And that's if you buy direct. Your mechanic still has to install it, plus you pay tax and shipping and so on on the thing, plus tax on the install.$3500-$4K total for a *Rebuilt* one. Just insane. "
"kdshapiro","February 2010"," It is crazy. I just did a quick search. A remanufactured tranny for a 2004 G35 is $2250. I'm sure a new one is north of $4000. The reality is the typical G35 nor the typical Mercedes is not going to need a transmission for the life of the car. There are always the exceptions on both side.Here are the warranty terms on the Infiniti transmission:Our transmission comes with a 1-YEAR UNLIMITED WARRANTY. You may purchase our 2-YEAR WARRANTY for additional $1013.00. You may purchase our 3-YEAR WARRANTY for additional $2154.00.Core deposit: $800Not any different. "
"qbrozen","February 2010"," My Volvo is right around the $4k-$4500 mark, and that is for a rebuilt trans (no such thing as a new '01 auto trans). And many folks tell me I am guaranteed to need a replacement during my ownership.There is one other choice, though. A full manual trans conversion. Even that will run close to $3k, though, and that's with me doing all the labor myself. "
"kdshapiro","February 2010"," If the car is an '01 you ought to be able to rack up 250k to 300k miles. In that time you might need a new tranny, in fact a lot of cars would require a tranny swap by 300000 miles. By the time you reach the point prices should drop. "
"tayl0rd","February 2010"," Man, I'm getting confused. The same exact discussion on 2 boards right now. Here and the Luxo Performance board. Same here! This board has been dead for the longest time then all of a sudden it explodes back to life with off topic chatter about maintenance?? There is a maintenance board, ya know. Maybe there's been a mistake on the server side and the posts are showing up here by accident. :confuse: "
"plekto","February 2010"," Well luxury and performance and making the best choice means weighing a lot of factors. Currently we have a problem where the best performing cars are often the least reliable, despite the fact that logic would suggest that if you spent 40-60K on a car, it should be built better than a normal Civic.The question that keeps being brought up is how do I get a luxury sport sedan that won't give my mechanic a free trip to Hawaii every time I get it worked on? "
"kdshapiro","February 2010"," I don't understand the issue. A lot of people I know own German made brands, nobody is sending their mechanics to easy street, and everybody can talk about their favorite (insert your manufacturer here) horror story. One reason I don't take any maintenance and repair board to heart when buying a car is because people complain before they kvell. I found out long ago, trying to be the perfect statistic according to any automotive survey is a crap shoot, so I don't buy according to those either. Do I care what JD Powers has to say? Not really.Manufacturers make warranties to fix cars that have issues. I buy the car I like and let the chips fall where they may. I don't worry about things. That's what lemon laws are for, although I've never needed to use them. The manfacturer who holds the distinction for the most trips to the dealer is Nissan. So needless to say I have no burning desire to own anymore models from them or their luxury brand.One last thing, if one spends a cool .5 million on a car your logic suggests it would be bullet-proof, since Honda can make a Civic nearly bullet-proof. However, it aint so, is it? Infiniti can't even make a G35 as bullet proof as a Civic. At least a Civic as far as I know has never had a recall to fix an issue that cause cause an engine fire. "
"qbrozen","February 2010"," I sure hope you are right, shap, but it seems the '01-'02 had weak transmissions and many owners have replaced by 100k. :sick: "
"smarty666","February 2010"," first off you talk to me that I'm not paying attention to the forum posts yet now your going off about the Civic? did you see what the title of this forum is? entry-level luxury sedans!! the word, Civic, Honda, Toyota, or Nissan shouldn't even be in this forum since none of their products are luxury cars - we should get back to discussing the cars listed on the right hand side of the screen!! by the way, why is the G35 listed for comparison here, lets update it to the G37; the G37 is a vast improvement over the early model year G35s in almost every regard!! kdshapiro is right though that you should, when deciding on a luxury car not put too much stock in what people say here or JD Power or any of the other car mags say because in the end you have to do what you want and you'll always get people who had the opposite experience with a companyfor instance, kdshapiro had trouble with Nissan and Infiniti, I have had the best luck with those two companies in regards to few problems and the fit/finish and reliability which contradicts what he said; I have several family members and friends who have German cars all who have had extensive problems with some of their BMWs and MBs! so my point is, you have to take what people say here with a grain of salt and basically talk to people YOU KNOW who have cars or car manufactures your looking into possibly getting and then make your own decisions what you want to do; really, any car this day, as kdshapiro pointed out is a gamble and that is why we have lemon laws and hopefully new recall laws to enable people who have problem with their cars to either get rid of them or get them fixed!!! "
"markcincinnati","February 2010"," I discount, which is not the same as ignore, what is said here and elsewhere (including, and especially Consumer Reports) about Frequency of Repair (FOR) issues. I tend to believe what we say when we are discussing driving or the performance or luxury aspects of the cars. I also enjoy and do not discount folk's stories about features or functions of their new entry-level LPS cars. I will, and have in the past, gladly regale you with fun facts, stories and experiences I have had with my current love, the Audi A4 2.0T Prestige Sport. Just not at this moment.I discount the FOR comments made by most on these forums because they are ""all about me"" -- that is, one person, once or twice had a problem and somehow it is, according to their post, ""proof positive"" that ""fill in the name of the car or brand here"" is expensive or unreliable or will crap out after about 100K miles.If you want to talk to someone who you ought to listen to it really should be me, however. :blush: You see, since the 1970's, my wife and I, combined, added together, that is, have had 29 Audis, 3 VW's and 3 BMW's. If I were to tell you Audis are bullet proof (and this is for exposition only) and one or two other folks who may have had one or two Audis tell you they are junk, well, ""it's all about me. . ."" I know, I am not reporting what I have heard or read, I have lived with nearly 30 Audis and overall, have lived with 35 German cars, 32 of them from, the same family tree. :P Buy or lease the car that you like -- for whatever reason. Don't listen to those who post their anecdotes about that one Volvo they had that nearly bankrupted them back in the 60's or 70's or 80's or whatever. Just listen to me. That's all you need. Me. I'll say it again, ""me!"" :surprise: I crack myself up. This is, after all, supposed to be both informative AND entertaining! Kwitcherbitchin'! "
"jtla","February 2010"," This is, after all, supposed to be both informative AND entertaining! Kwitcherbitchin'! It surely is.  The only thing is, however, you probably have no data to compare with the Japanese makes. :P "
"alltorque","February 2010"," Nicely summed up the problem with ""opinions"". The realy good ones get posted. The really bad ones get posted. The 90% in the middle probably don't. I haven't had a truly bad car in the last 25 years. Sure, some have had odd things go quirky but not one has suffered a major failure or broken the bank. All 3 of my Peugeots were great cars; the two 406's were wonderful. The 307 was brilliant until the day it tried to kill us, (think current Toyota throttle problems). It was, agaion, wonderful until the day I swapped - but I no longer trusted it. My Vauxhalls, (GM), were exceptional. My Skoda was an absolute gem and my current Volvo is a superb long-distance cruiser. My wife's Fords, Vauxhall and current Honda have all been faultless. Even her Morris Minor and Triumph Herald were pretty darned good..............for their day.What will I buy next ? Maybe another Skoda. Audi components, Audi quality at bargain-basement prices. "
"rayainsw","February 2010"," Mark &#150;I always enjoy reading your posts.I recall reading your posts a long time ago - during &#145;the A8 brake rotor thing&#146;.The amount of time spent in dealer visits alone stood out to me &#150; since I just do not typically have the flexibility in my work schedule to deal with such repeated car related repair issues. And I recall distinctly thinking at the time:&#147;If this sort of thing happened to me, it would absolutely be the last Audi I ever drove.&#148;Or at least the last one I even looked at seriously &#150; for a long while.Although my recollection is that the dealer certainly did &#145;work with you&#146; on this issue, the fact that a quick and final &#145;fix&#146; was not available from Audi in a timely manner certainly would have soured me on the brand.- RayThinking brakes that work reliably ought to be a really high priority . . "
